"State","Year","Period","S_Consumption"
"LA",2022,"M12",131667.2
"ME",2012,"M01",32657.475
"ME",2012,"M02",32669.55
"ME",2012,"M03",32681.625
"ME",2012,"M04",32693.7
"ME",2012,"M05",32705.775
"ME",2012,"M06",32717.85
"ME",2012,"M07",32729.925
"ME",2012,"M08",32742
"ME",2012,"M09",32754.075
"ME",2012,"M10",32766.15
"ME",2012,"M11",32778.225
"ME",2012,"M12",32790.3
"ME",2013,"M01",32849.5333333333
"ME",2013,"M02",32908.7666666667
"ME",2013,"M03",32968
"ME",2013,"M04",33027.2333333333
"ME",2013,"M05",33086.4666666667
"ME",2013,"M06",33145.7
"ME",2013,"M07",33204.9333333333
"ME",2013,"M08",33264.1666666667
"ME",2013,"M09",33323.4
"ME",2013,"M10",33382.6333333333
"ME",2013,"M11",33441.8666666667
"ME",2013,"M12",33501.1
"ME",2014,"M01",33521.7
"ME",2014,"M02",33542.3
"ME",2014,"M03",33562.9
"ME",2014,"M04",33583.5
"ME",2014,"M05",33604.1
"ME",2014,"M06",33624.7
"ME",2014,"M07",33645.3
"ME",2014,"M08",33665.9
"ME",2014,"M09",33686.5
"ME",2014,"M10",33707.1
"ME",2014,"M11",33727.7
"ME",2014,"M12",33748.3
"ME",2015,"M01",33878.3416666667
"ME",2015,"M02",34008.3833333333
"ME",2015,"M03",34138.425
"ME",2015,"M04",34268.4666666667
"ME",2015,"M05",34398.5083333333
"ME",2015,"M06",34528.55
"ME",2015,"M07",34658.5916666667
"ME",2015,"M08",34788.6333333333
"ME",2015,"M09",34918.675
"ME",2015,"M10",35048.7166666667
"ME",2015,"M11",35178.7583333333
"ME",2015,"M12",35308.8
"ME",2016,"M01",35480.8416666667
"ME",2016,"M02",35652.8833333333
"ME",2016,"M03",35824.925
"ME",2016,"M04",35996.9666666667
"ME",2016,"M05",36169.0083333333
"ME",2016,"M06",36341.05
"ME",2016,"M07",36513.0916666667
"ME",2016,"M08",36685.1333333333
"ME",2016,"M09",36857.175
"ME",2016,"M10",37029.2166666667
"ME",2016,"M11",37201.2583333333
"ME",2016,"M12",37373.3
"ME",2017,"M01",37520.5916666667
"ME",2017,"M02",37667.8833333333
"ME",2017,"M03",37815.175
"ME",2017,"M04",37962.4666666667
"ME",2017,"M05",38109.7583333333
"ME",2017,"M06",38257.05
"ME",2017,"M07",38404.3416666667
"ME",2017,"M08",38551.6333333333
"ME",2017,"M09",38698.925
"ME",2017,"M10",38846.2166666667
"ME",2017,"M11",38993.5083333333
"ME",2017,"M12",39140.8
"ME",2018,"M01",39313.9083333333
"ME",2018,"M02",39487.0166666667
"ME",2018,"M03",39660.125
"ME",2018,"M04",39833.2333333333
"ME",2018,"M05",40006.3416666667
"ME",2018,"M06",40179.45
"ME",2018,"M07",40352.5583333333
"ME",2018,"M08",40525.6666666667
"ME",2018,"M09",40698.775
"ME",2018,"M10",40871.8833333333
"ME",2018,"M11",41044.9916666667
"ME",2018,"M12",41218.1
"ME",2019,"M01",41310.7916666667
"ME",2019,"M02",41403.4833333333
"ME",2019,"M03",41496.175
"ME",2019,"M04",41588.8666666667
"ME",2019,"M05",41681.5583333333
"ME",2019,"M06",41774.25
"ME",2019,"M07",41866.9416666667
"ME",2019,"M08",41959.6333333333
"ME",2019,"M09",42052.325
"ME",2019,"M10",42145.0166666667
"ME",2019,"M11",42237.7083333333
"ME",2019,"M12",42330.4
"ME",2020,"M01",42258.1333333333
"ME",2020,"M02",42185.8666666667
"ME",2020,"M03",42113.6
"ME",2020,"M04",42041.3333333333
"ME",2020,"M05",41969.0666666667
"ME",2020,"M06",41896.8
"ME",2020,"M07",41824.5333333333
"ME",2020,"M08",41752.2666666667
"ME",2020,"M09",41680
"ME",2020,"M10",41607.7333333333
"ME",2020,"M11",41535.4666666667
"ME",2020,"M12",41463.2
"ME",2021,"M01",41868.3333333333
"ME",2021,"M02",42273.4666666667
"ME",2021,"M03",42678.6
"ME",2021,"M04",43083.7333333333
"ME",2021,"M05",43488.8666666667
"ME",2021,"M06",43894
"ME",2021,"M07",44299.1333333333
"ME",2021,"M08",44704.2666666667
"ME",2021,"M09",45109.4
"ME",2021,"M10",45514.5333333333
"ME",2021,"M11",45919.6666666667
"ME",2021,"M12",46324.8
"ME",2022,"M01",46656.875
"ME",2022,"M02",46988.95
"ME",2022,"M03",47321.025
"ME",2022,"M04",47653.1
"ME",2022,"M05",47985.175
"ME",2022,"M06",48317.25
"ME",2022,"M07",48649.325
"ME",2022,"M08",48981.4
"ME",2022,"M09",49313.475
"ME",2022,"M10",49645.55
"ME",2022,"M11",49977.625
"ME",2022,"M12",50309.7
"MD",2012,"M01",154930.958333333
"MD",2012,"M02",155207.616666667
"MD",2012,"M03",155484.275
"MD",2012,"M04",155760.933333333
"MD",2012,"M05",156037.591666667
"MD",2012,"M06",156314.25
"MD",2012,"M07",156590.908333333
"MD",2012,"M08",156867.566666667
"MD",2012,"M09",157144.225
"MD",2012,"M10",157420.883333333
"MD",2012,"M11",157697.541666667
"MD",2012,"M12",157974.2
"MD",2013,"M01",158360.875
"MD",2013,"M02",158747.55
"MD",2013,"M03",159134.225
"MD",2013,"M04",159520.9
"MD",2013,"M05",159907.575
"MD",2013,"M06",160294.25
"MD",2013,"M07",160680.925
"MD",2013,"M08",161067.6
"MD",2013,"M09",161454.275
"MD",2013,"M10",161840.95
"MD",2013,"M11",162227.625
"MD",2013,"M12",162614.3
"MD",2014,"M01",163113.116666667
"MD",2014,"M02",163611.933333333
"MD",2014,"M03",164110.75
"MD",2014,"M04",164609.566666667
"MD",2014,"M05",165108.383333333
"MD",2014,"M06",165607.2
"MD",2014,"M07",166106.016666667
"MD",2014,"M08",166604.833333333
"MD",2014,"M09",167103.65
"MD",2014,"M10",167602.466666667
"MD",2014,"M11",168101.283333333
"MD",2014,"M12",168600.1
"MD",2015,"M01",169063.166666667
"MD",2015,"M02",169526.233333333
"MD",2015,"M03",169989.3
"MD",2015,"M04",170452.366666667
"MD",2015,"M05",170915.433333333
"MD",2015,"M06",171378.5
"MD",2015,"M07",171841.566666667
"MD",2015,"M08",172304.633333333
"MD",2015,"M09",172767.7
"MD",2015,"M10",173230.766666667
"MD",2015,"M11",173693.833333333
"MD",2015,"M12",174156.9
"MD",2016,"M01",174622.833333333
"MD",2016,"M02",175088.766666667
"MD",2016,"M03",175554.7
"MD",2016,"M04",176020.633333333
"MD",2016,"M05",176486.566666667
"MD",2016,"M06",176952.5
"MD",2016,"M07",177418.433333333
"MD",2016,"M08",177884.366666667
"MD",2016,"M09",178350.3
"MD",2016,"M10",178816.233333333
"MD",2016,"M11",179282.166666667
"MD",2016,"M12",179748.1
"MD",2017,"M01",180206.5
"MD",2017,"M02",180664.9
"MD",2017,"M03",181123.3
"MD",2017,"M04",181581.7
"MD",2017,"M05",182040.1
"MD",2017,"M06",182498.5
"MD",2017,"M07",182956.9
"MD",2017,"M08",183415.3
"MD",2017,"M09",183873.7
"MD",2017,"M10",184332.1
"MD",2017,"M11",184790.5
"MD",2017,"M12",185248.9
"MD",2018,"M01",185892.116666667
"MD",2018,"M02",186535.333333333
"MD",2018,"M03",187178.55
"MD",2018,"M04",187821.766666667
"MD",2018,"M05",188464.983333333
"MD",2018,"M06",189108.2
"MD",2018,"M07",189751.416666667
"MD",2018,"M08",190394.633333333
"MD",2018,"M09",191037.85
"MD",2018,"M10",191681.066666667
"MD",2018,"M11",192324.283333333
"MD",2018,"M12",192967.5
"MD",2019,"M01",193296.991666667
"MD",2019,"M02",193626.483333333
"MD",2019,"M03",193955.975
"MD",2019,"M04",194285.466666667
"MD",2019,"M05",194614.958333333
"MD",2019,"M06",194944.45
"MD",2019,"M07",195273.941666667
"MD",2019,"M08",195603.433333333
"MD",2019,"M09",195932.925
"MD",2019,"M10",196262.416666667
"MD",2019,"M11",196591.908333333
"MD",2019,"M12",196921.4
"MD",2020,"M01",195951.391666667
"MD",2020,"M02",194981.383333333
"MD",2020,"M03",194011.375
"MD",2020,"M04",193041.366666667
"MD",2020,"M05",192071.358333333
"MD",2020,"M06",191101.35
"MD",2020,"M07",190131.341666667
"MD",2020,"M08",189161.333333333
"MD",2020,"M09",188191.325
"MD",2020,"M10",187221.316666667
"MD",2020,"M11",186251.308333333
"MD",2020,"M12",185281.3
"MD",2021,"M01",186684.233333333
"MD",2021,"M02",188087.166666667
"MD",2021,"M03",189490.1
"MD",2021,"M04",190893.033333333
"MD",2021,"M05",192295.966666667
"MD",2021,"M06",193698.9
"MD",2021,"M07",195101.833333333
"MD",2021,"M08",196504.766666667
"MD",2021,"M09",197907.7
"MD",2021,"M10",199310.633333333
"MD",2021,"M11",200713.566666667
"MD",2021,"M12",202116.5
"MD",2022,"M01",203505.683333333
"MD",2022,"M02",204894.866666667
"MD",2022,"M03",206284.05
"MD",2022,"M04",207673.233333333
"MD",2022,"M05",209062.416666667
"MD",2022,"M06",210451.6
"MD",2022,"M07",211840.783333333
"MD",2022,"M08",213229.966666667
"MD",2022,"M09",214619.15
"MD",2022,"M10",216008.333333333
"MD",2022,"M11",217397.516666667
"MD",2022,"M12",218786.7
"MA",2012,"M01",202330.858333333
"MA",2012,"M02",202821.816666667
"MA",2012,"M03",203312.775
"MA",2012,"M04",203803.733333333
"MA",2012,"M05",204294.691666667
"MA",2012,"M06",204785.65
"MA",2012,"M07",205276.608333333
"MA",2012,"M08",205767.566666667
"MA",2012,"M09",206258.525
"MA",2012,"M10",206749.483333333
"MA",2012,"M11",207240.441666667
"MA",2012,"M12",207731.4
"MA",2013,"M01",208284
"MA",2013,"M02",208836.6
"MA",2013,"M03",209389.2
"MA",2013,"M04",209941.8
"MA",2013,"M05",210494.4
"MA",2013,"M06",211047
"MA",2013,"M07",211599.6
"MA",2013,"M08",212152.2
"MA",2013,"M09",212704.8
"MA",2013,"M10",213257.4
"MA",2013,"M11",213810
"MA",2013,"M12",214362.6
"MA",2014,"M01",215144.041666667
"MA",2014,"M02",215925.483333333
"MA",2014,"M03",216706.925
"MA",2014,"M04",217488.366666667
"MA",2014,"M05",218269.808333333
"MA",2014,"M06",219051.25
"MA",2014,"M07",219832.691666667
"MA",2014,"M08",220614.133333333
"MA",2014,"M09",221395.575
"MA",2014,"M10",222177.016666667
"MA",2014,"M11",222958.458333333
"MA",2014,"M12",223739.9
"MA",2015,"M01",224586.233333333
"MA",2015,"M02",225432.566666667
"MA",2015,"M03",226278.9
"MA",2015,"M04",227125.233333333
"MA",2015,"M05",227971.566666667
"MA",2015,"M06",228817.9
"MA",2015,"M07",229664.233333333
"MA",2015,"M08",230510.566666667
"MA",2015,"M09",231356.9
"MA",2015,"M10",232203.233333333
"MA",2015,"M11",233049.566666667
"MA",2015,"M12",233895.9
"MA",2016,"M01",234653.383333333
"MA",2016,"M02",235410.866666667
"MA",2016,"M03",236168.35
"MA",2016,"M04",236925.833333333
"MA",2016,"M05",237683.316666667
"MA",2016,"M06",238440.8
"MA",2016,"M07",239198.283333333
"MA",2016,"M08",239955.766666667
"MA",2016,"M09",240713.25
"MA",2016,"M10",241470.733333333
"MA",2016,"M11",242228.216666667
"MA",2016,"M12",242985.7
"MA",2017,"M01",243937.391666667
"MA",2017,"M02",244889.083333333
"MA",2017,"M03",245840.775
"MA",2017,"M04",246792.466666667
"MA",2017,"M05",247744.158333333
"MA",2017,"M06",248695.85
"MA",2017,"M07",249647.541666667
"MA",2017,"M08",250599.233333333
"MA",2017,"M09",251550.925
"MA",2017,"M10",252502.616666667
"MA",2017,"M11",253454.308333333
"MA",2017,"M12",254406
"MA",2018,"M01",255383.183333333
"MA",2018,"M02",256360.366666667
"MA",2018,"M03",257337.55
"MA",2018,"M04",258314.733333333
"MA",2018,"M05",259291.916666667
"MA",2018,"M06",260269.1
"MA",2018,"M07",261246.283333333
"MA",2018,"M08",262223.466666667
"MA",2018,"M09",263200.65
"MA",2018,"M10",264177.833333333
"MA",2018,"M11",265155.016666667
"MA",2018,"M12",266132.2
"MA",2019,"M01",266891.591666667
"MA",2019,"M02",267650.983333333
"MA",2019,"M03",268410.375
"MA",2019,"M04",269169.766666667
"MA",2019,"M05",269929.158333333
"MA",2019,"M06",270688.55
"MA",2019,"M07",271447.941666667
"MA",2019,"M08",272207.333333333
"MA",2019,"M09",272966.725
"MA",2019,"M10",273726.116666667
"MA",2019,"M11",274485.508333333
"MA",2019,"M12",275244.9
"MA",2020,"M01",273989.641666667
"MA",2020,"M02",272734.383333333
"MA",2020,"M03",271479.125
"MA",2020,"M04",270223.866666667
"MA",2020,"M05",268968.608333333
"MA",2020,"M06",267713.35
"MA",2020,"M07",266458.091666667
"MA",2020,"M08",265202.833333333
"MA",2020,"M09",263947.575
"MA",2020,"M10",262692.316666667
"MA",2020,"M11",261437.058333333
"MA",2020,"M12",260181.8
"MA",2021,"M01",262607.258333333
"MA",2021,"M02",265032.716666667
"MA",2021,"M03",267458.175
"MA",2021,"M04",269883.633333333
"MA",2021,"M05",272309.091666667
"MA",2021,"M06",274734.55
"MA",2021,"M07",277160.008333333
"MA",2021,"M08",279585.466666667
"MA",2021,"M09",282010.925
"MA",2021,"M10",284436.383333333
"MA",2021,"M11",286861.841666667
"MA",2021,"M12",289287.3
"MA",2022,"M01",291376.133333333
"MA",2022,"M02",293464.966666667
"MA",2022,"M03",295553.8
"MA",2022,"M04",297642.633333333
"MA",2022,"M05",299731.466666667
"MA",2022,"M06",301820.3
"MA",2022,"M07",303909.133333333
"MA",2022,"M08",305997.966666667
"MA",2022,"M09",308086.8
"MA",2022,"M10",310175.633333333
"MA",2022,"M11",312264.466666667
"MA",2022,"M12",314353.3
"MI",2012,"M01",217911.2
"MI",2012,"M02",218613.4
"MI",2012,"M03",219315.6
"MI",2012,"M04",220017.8
"MI",2012,"M05",220720
"MI",2012,"M06",221422.2
"MI",2012,"M07",222124.4
"MI",2012,"M08",222826.6
"MI",2012,"M09",223528.8
"MI",2012,"M10",224231
"MI",2012,"M11",224933.2
"MI",2012,"M12",225635.4
"MI",2013,"M01",226254.583333333
"MI",2013,"M02",226873.766666667
"MI",2013,"M03",227492.95
"MI",2013,"M04",228112.133333333
"MI",2013,"M05",228731.316666667
"MI",2013,"M06",229350.5
"MI",2013,"M07",229969.683333333
"MI",2013,"M08",230588.866666667
"MI",2013,"M09",231208.05
"MI",2013,"M10",231827.233333333
"MI",2013,"M11",232446.416666667
"MI",2013,"M12",233065.6
"MI",2014,"M01",233840
"MI",2014,"M02",234614.4
"MI",2014,"M03",235388.8
"MI",2014,"M04",236163.2
"MI",2014,"M05",236937.6
"MI",2014,"M06",237712
"MI",2014,"M07",238486.4
"MI",2014,"M08",239260.8
"MI",2014,"M09",240035.2
"MI",2014,"M10",240809.6
"MI",2014,"M11",241584
"MI",2014,"M12",242358.4
"MI",2015,"M01",243177.441666667
"MI",2015,"M02",243996.483333333
"MI",2015,"M03",244815.525
"MI",2015,"M04",245634.566666667
"MI",2015,"M05",246453.608333333
"MI",2015,"M06",247272.65
"MI",2015,"M07",248091.691666667
"MI",2015,"M08",248910.733333333
"MI",2015,"M09",249729.775
"MI",2015,"M10",250548.816666667
"MI",2015,"M11",251367.858333333
"MI",2015,"M12",252186.9
"MI",2016,"M01",253093.091666667
"MI",2016,"M02",253999.283333333
"MI",2016,"M03",254905.475
"MI",2016,"M04",255811.666666667
"MI",2016,"M05",256717.858333333
"MI",2016,"M06",257624.05
"MI",2016,"M07",258530.241666667
"MI",2016,"M08",259436.433333333
"MI",2016,"M09",260342.625
"MI",2016,"M10",261248.816666667
"MI",2016,"M11",262155.008333333
"MI",2016,"M12",263061.2
"MI",2017,"M01",263811.141666667
"MI",2017,"M02",264561.083333333
"MI",2017,"M03",265311.025
"MI",2017,"M04",266060.966666667
"MI",2017,"M05",266810.908333333
"MI",2017,"M06",267560.85
"MI",2017,"M07",268310.791666667
"MI",2017,"M08",269060.733333333
"MI",2017,"M09",269810.675
"MI",2017,"M10",270560.616666667
"MI",2017,"M11",271310.558333333
"MI",2017,"M12",272060.5
"MI",2018,"M01",272966.341666667
"MI",2018,"M02",273872.183333333
"MI",2018,"M03",274778.025
"MI",2018,"M04",275683.866666667
"MI",2018,"M05",276589.708333333
"MI",2018,"M06",277495.55
"MI",2018,"M07",278401.391666667
"MI",2018,"M08",279307.233333333
"MI",2018,"M09",280213.075
"MI",2018,"M10",281118.916666667
"MI",2018,"M11",282024.758333333
"MI",2018,"M12",282930.6
"MI",2019,"M01",283633.391666667
"MI",2019,"M02",284336.183333333
"MI",2019,"M03",285038.975
"MI",2019,"M04",285741.766666667
"MI",2019,"M05",286444.558333333
"MI",2019,"M06",287147.35
"MI",2019,"M07",287850.141666667
"MI",2019,"M08",288552.933333333
"MI",2019,"M09",289255.725
"MI",2019,"M10",289958.516666667
"MI",2019,"M11",290661.308333333
"MI",2019,"M12",291364.1
"MI",2020,"M01",290352.575
"MI",2020,"M02",289341.05
"MI",2020,"M03",288329.525
"MI",2020,"M04",287318
"MI",2020,"M05",286306.475
"MI",2020,"M06",285294.95
"MI",2020,"M07",284283.425
"MI",2020,"M08",283271.9
"MI",2020,"M09",282260.375
"MI",2020,"M10",281248.85
"MI",2020,"M11",280237.325
"MI",2020,"M12",279225.8
"MI",2021,"M01",281321.133333333
"MI",2021,"M02",283416.466666667
"MI",2021,"M03",285511.8
"MI",2021,"M04",287607.133333333
"MI",2021,"M05",289702.466666667
"MI",2021,"M06",291797.8
"MI",2021,"M07",293893.133333333
"MI",2021,"M08",295988.466666667
"MI",2021,"M09",298083.8
"MI",2021,"M10",300179.133333333
"MI",2021,"M11",302274.466666667
"MI",2021,"M12",304369.8
"MI",2022,"M01",306296.575
"MI",2022,"M02",308223.35
"MI",2022,"M03",310150.125
"MI",2022,"M04",312076.9
"MI",2022,"M05",314003.675
"MI",2022,"M06",315930.45
"MI",2022,"M07",317857.225
"MI",2022,"M08",319784
"MI",2022,"M09",321710.775
"MI",2022,"M10",323637.55
"MI",2022,"M11",325564.325
"MI",2022,"M12",327491.1
"MN",2012,"M01",134964.908333333
"MN",2012,"M02",135318.816666667
"MN",2012,"M03",135672.725
"MN",2012,"M04",136026.633333333
"MN",2012,"M05",136380.541666667
"MN",2012,"M06",136734.45
"MN",2012,"M07",137088.358333333
"MN",2012,"M08",137442.266666667
"MN",2012,"M09",137796.175
"MN",2012,"M10",138150.083333333
"MN",2012,"M11",138503.991666667
"MN",2012,"M12",138857.9
"MN",2013,"M01",139285.95
"MN",2013,"M02",139714
"MN",2013,"M03",140142.05
"MN",2013,"M04",140570.1
"MN",2013,"M05",140998.15
"MN",2013,"M06",141426.2
"MN",2013,"M07",141854.25
"MN",2013,"M08",142282.3
"MN",2013,"M09",142710.35
"MN",2013,"M10",143138.4
"MN",2013,"M11",143566.45
"MN",2013,"M12",143994.5
"MN",2014,"M01",144521.208333333
"MN",2014,"M02",145047.916666667
"MN",2014,"M03",145574.625
"MN",2014,"M04",146101.333333333
"MN",2014,"M05",146628.041666667
"MN",2014,"M06",147154.75
"MN",2014,"M07",147681.458333333
"MN",2014,"M08",148208.166666667
"MN",2014,"M09",148734.875
"MN",2014,"M10",149261.583333333
"MN",2014,"M11",149788.291666667
"MN",2014,"M12",150315
"MN",2015,"M01",150822.208333333
"MN",2015,"M02",151329.416666667
"MN",2015,"M03",151836.625
"MN",2015,"M04",152343.833333333
"MN",2015,"M05",152851.041666667
"MN",2015,"M06",153358.25
"MN",2015,"M07",153865.458333333
"MN",2015,"M08",154372.666666667
"MN",2015,"M09",154879.875
"MN",2015,"M10",155387.083333333
"MN",2015,"M11",155894.291666667
"MN",2015,"M12",156401.5
"MN",2016,"M01",156908.466666667
"MN",2016,"M02",157415.433333333
"MN",2016,"M03",157922.4
"MN",2016,"M04",158429.366666667
"MN",2016,"M05",158936.333333333
"MN",2016,"M06",159443.3
"MN",2016,"M07",159950.266666667
"MN",2016,"M08",160457.233333333
"MN",2016,"M09",160964.2
"MN",2016,"M10",161471.166666667
"MN",2016,"M11",161978.133333333
"MN",2016,"M12",162485.1
"MN",2017,"M01",163077.458333333
"MN",2017,"M02",163669.816666667
"MN",2017,"M03",164262.175
"MN",2017,"M04",164854.533333333
"MN",2017,"M05",165446.891666667
"MN",2017,"M06",166039.25
"MN",2017,"M07",166631.608333333
"MN",2017,"M08",167223.966666667
"MN",2017,"M09",167816.325
"MN",2017,"M10",168408.683333333
"MN",2017,"M11",169001.041666667
"MN",2017,"M12",169593.4
"MN",2018,"M01",170259.325
"MN",2018,"M02",170925.25
"MN",2018,"M03",171591.175
"MN",2018,"M04",172257.1
"MN",2018,"M05",172923.025
"MN",2018,"M06",173588.95
"MN",2018,"M07",174254.875
"MN",2018,"M08",174920.8
"MN",2018,"M09",175586.725
"MN",2018,"M10",176252.65
"MN",2018,"M11",176918.575
"MN",2018,"M12",177584.5
"MN",2019,"M01",177929.325
"MN",2019,"M02",178274.15
"MN",2019,"M03",178618.975
"MN",2019,"M04",178963.8
"MN",2019,"M05",179308.625
"MN",2019,"M06",179653.45
"MN",2019,"M07",179998.275
"MN",2019,"M08",180343.1
"MN",2019,"M09",180687.925
"MN",2019,"M10",181032.75
"MN",2019,"M11",181377.575
"MN",2019,"M12",181722.4
"MN",2020,"M01",180592.408333333
"MN",2020,"M02",179462.416666667
"MN",2020,"M03",178332.425
"MN",2020,"M04",177202.433333333
"MN",2020,"M05",176072.441666667
"MN",2020,"M06",174942.45
"MN",2020,"M07",173812.458333333
"MN",2020,"M08",172682.466666667
"MN",2020,"M09",171552.475
"MN",2020,"M10",170422.483333333
"MN",2020,"M11",169292.491666667
"MN",2020,"M12",168162.5
"MN",2021,"M01",169674.225
"MN",2021,"M02",171185.95
"MN",2021,"M03",172697.675
"MN",2021,"M04",174209.4
"MN",2021,"M05",175721.125
"MN",2021,"M06",177232.85
"MN",2021,"M07",178744.575
"MN",2021,"M08",180256.3
"MN",2021,"M09",181768.025
"MN",2021,"M10",183279.75
"MN",2021,"M11",184791.475
"MN",2021,"M12",186303.2
"MN",2022,"M01",187561.625
"MN",2022,"M02",188820.05
"MN",2022,"M03",190078.475
"MN",2022,"M04",191336.9
"MN",2022,"M05",192595.325
"MN",2022,"M06",193853.75
"MN",2022,"M07",195112.175
"MN",2022,"M08",196370.6
"MN",2022,"M09",197629.025
"MN",2022,"M10",198887.45
"MN",2022,"M11",200145.875
"MN",2022,"M12",201404.3
"MS",2012,"M01",50375.45
"MS",2012,"M02",50460.5
"MS",2012,"M03",50545.55
"MS",2012,"M04",50630.6
"MS",2012,"M05",50715.65
"MS",2012,"M06",50800.7
"MS",2012,"M07",50885.75
"MS",2012,"M08",50970.8
"MS",2012,"M09",51055.85
"MS",2012,"M10",51140.9
"MS",2012,"M11",51225.95
"MS",2012,"M12",51311
"MS",2013,"M01",51400.4833333333
"MS",2013,"M02",51489.9666666667
"MS",2013,"M03",51579.45
"MS",2013,"M04",51668.9333333333
"MS",2013,"M05",51758.4166666667
"MS",2013,"M06",51847.9
"MS",2013,"M07",51937.3833333333
"MS",2013,"M08",52026.8666666667
"MS",2013,"M09",52116.35
"MS",2013,"M10",52205.8333333333
"MS",2013,"M11",52295.3166666667
"MS",2013,"M12",52384.8
"MS",2014,"M01",52498.8916666667
"MS",2014,"M02",52612.9833333333
"MS",2014,"M03",52727.075
"MS",2014,"M04",52841.1666666667
"MS",2014,"M05",52955.2583333333
"MS",2014,"M06",53069.35
"MS",2014,"M07",53183.4416666667
"MS",2014,"M08",53297.5333333333
"MS",2014,"M09",53411.625
"MS",2014,"M10",53525.7166666667
"MS",2014,"M11",53639.8083333333
"MS",2014,"M12",53753.9
"MS",2015,"M01",53924.675
"MS",2015,"M02",54095.45
"MS",2015,"M03",54266.225
"MS",2015,"M04",54437
"MS",2015,"M05",54607.775
"MS",2015,"M06",54778.55
"MS",2015,"M07",54949.325
"MS",2015,"M08",55120.1
"MS",2015,"M09",55290.875
"MS",2015,"M10",55461.65
"MS",2015,"M11",55632.425
"MS",2015,"M12",55803.2
"MS",2016,"M01",55942.9333333333
"MS",2016,"M02",56082.6666666667
"MS",2016,"M03",56222.4
"MS",2016,"M04",56362.1333333333
"MS",2016,"M05",56501.8666666667
"MS",2016,"M06",56641.6
"MS",2016,"M07",56781.3333333333
"MS",2016,"M08",56921.0666666667
"MS",2016,"M09",57060.8
"MS",2016,"M10",57200.5333333333
"MS",2016,"M11",57340.2666666667
"MS",2016,"M12",57480
"MS",2017,"M01",57588.7416666667
"MS",2017,"M02",57697.4833333333
"MS",2017,"M03",57806.225
"MS",2017,"M04",57914.9666666667
"MS",2017,"M05",58023.7083333333
"MS",2017,"M06",58132.45
"MS",2017,"M07",58241.1916666667
"MS",2017,"M08",58349.9333333333
"MS",2017,"M09",58458.675
"MS",2017,"M10",58567.4166666667
"MS",2017,"M11",58676.1583333333
"MS",2017,"M12",58784.9
"MS",2018,"M01",58878.5833333333
"MS",2018,"M02",58972.2666666667
"MS",2018,"M03",59065.95
